,0,1
0,8.754377,1.8319502
1,8.839997,1.3434676
2,8.75695,0.7364355
3,4.297722,1.8461114
4,4.307791,2.1402087
5,4.365912,1.8800591
6,4.3619747,2.1349363
7,4.4236865,2.1530719
8,-5.3803473,-5.29966
9,-9.833479,-6.1945953
10,-12.549129,12.586664
11,1.722418,-5.239495
12,7.940444,3.5162103
13,-7.5678825,-8.92405
14,7.8074102,7.618679
15,2.5872595,5.859036
16,2.8731003,4.1924496
17,2.0645962,5.9980245
18,1.0185363,5.453609
19,-8.504384,-4.526704
20,8.778128,1.4126172
21,-5.1712866,-3.2972617
22,4.5405917,-0.8841704
23,-8.224407,-7.79132
24,-8.355859,-7.87126
25,-7.2668858,-8.331209
26,-8.007956,-7.4647074
27,-7.3814135,-7.910946
28,-7.4458694,-8.510845
29,1.2571677,4.568427
30,-7.3519707,-7.874169
31,-1.0363452,4.4976044
32,-4.964944,-3.2579682
33,-5.85548,-3.0929759
34,-5.04549,-3.0905063
35,-7.876757,-5.2398458
36,-7.8012967,-7.954838
37,-7.995576,-8.014552
38,-8.178258,-7.441665
39,-8.292694,-7.709152
40,-6.0832257,-2.2011378
41,-9.226759,-6.6688094
42,-9.81493,-5.0441036
43,-7.835745,-7.541061
44,-9.62514,-6.4629407
45,-9.24137,-6.2834983
46,-9.414761,-6.5097904
47,-9.73492,-6.676783
48,-8.053471,-6.967461
49,-9.030195,-6.931541
50,-9.843767,-5.4910936
51,-9.569289,-2.8254464
52,-12.501578,12.621186
53,-9.284795,-2.9661117
54,-9.663418,-2.6731434
55,-9.987902,-5.7055326
56,-9.183698,-7.1210475
57,-9.917102,-6.3149147
58,-6.9017653,-4.3314023
59,-9.303608,-3.150996
60,0.40454096,5.4801235
61,-9.704403,-6.4273777
62,-9.387682,-6.546115
63,-9.563093,-6.6221514
64,-9.325332,-3.2901654
65,-12.05639,12.89909
66,-12.414058,12.692522
67,-9.318792,-3.9442413
68,-9.542742,-3.207374
69,-11.208161,13.423991
70,-11.370294,13.379104
71,-8.825566,-4.01364
72,-9.312287,-3.724135
73,4.201965,2.1056294
74,-8.308914,-7.600095
75,6.151359,2.2061815
76,7.1396146,2.1123502
77,-11.015015,13.479098
78,-9.823777,-1.4834999
79,-10.991231,13.555673
80,-10.747058,13.584055
81,-11.138768,13.7897
82,-11.375435,13.823108
83,-11.301793,13.507607
84,-11.365688,13.649659
85,1.8462538,-2.1588643
86,1.8580848,-1.980174
87,2.3450012,-2.4085937
88,1.955064,-1.9573951
89,-5.5878716,-4.2356606
90,3.412812,6.223634
91,-10.880512,13.629916
92,-8.915477,-4.3649206
93,10.139647,2.5400486
94,10.236609,2.6278415
95,9.773536,2.3837397
96,10.034202,2.566854
97,0.5120062,-0.68814754
98,-7.1498003,-3.9436066
99,-8.416244,-7.7375
100,-6.9674006,-2.6115453
101,-5.6986346,-3.792394
102,-10.956047,13.676229
103,0.8387093,5.3929667
104,-6.7592764,-2.1373343
105,-7.726759,-3.46104
106,5.9463773,-2.6209264
107,4.8199396,-3.262597
108,5.2512765,-3.0088134
109,4.910572,-5.131275
110,4.736149,-3.9229658
111,-7.583371,-3.9815004
112,2.1699822,4.9223976
113,3.9749985,5.448487
114,-6.63125,-1.6695889
115,-11.274643,13.266451
116,-5.8234477,-3.7422264
117,-3.5220828,-3.897575
118,0.4189157,-1.843197
119,4.5102334,-1.9735006
120,4.184699,-3.0872586
121,4.2408504,-2.69093
122,6.6050706,7.9289465
123,2.1072924,6.1378818
124,2.3719041,5.9458103
125,1.1663657,4.7051044
126,-7.2297077,-4.608147
127,1.343416,5.643978
128,-6.921385,-4.433659
129,-7.1233015,-4.090189
130,4.2740965,2.2435486
131,-7.056332,-3.8337574
132,-6.8188095,-4.2481055
133,0.78484756,5.062715
134,-0.7353183,4.539132
135,0.1706192,4.9296794
136,1.6422658,4.9042516
137,2.5750449,6.1423664
138,3.3168154,4.170216
139,2.8278646,4.7528768
140,-6.634988,-4.866588
141,-6.5510793,-10.572329
142,-8.464819,-4.660352
143,1.5535259,-4.2663417
144,-6.786254,-5.083885
145,9.630044,0.019505009
146,-6.1203823,-5.3581095
147,-7.904942,-7.6697636
148,-8.114391,-7.3177404
149,0.41097122,-1.092946
150,-5.9313183,-5.6289916
151,-6.4555206,-6.1230826
152,-6.596103,-4.0593023
153,-6.460587,-5.3085513
154,1.387634,5.628496
155,1.5265402,5.0271683
156,1.4025115,5.223088
157,1.8951067,5.6374745
158,-7.682231,-4.0549345
159,-7.3664384,-4.373416
160,-7.101523,-4.185514
161,-7.3785367,-4.1893554
162,-3.3253744,-4.223464
163,-4.676353,-4.379389
164,1.9667255,4.626524
165,-7.0609965,-7.1022067
166,-6.642309,-8.098565
167,-6.995301,-8.820895
168,2.659977,6.289911
169,2.2117965,4.715653
170,-7.435186,-8.501186
171,-6.9398746,-8.529477
172,-7.6421356,-7.8879995
173,1.9020276,4.387044
174,1.5822259,7.179555
175,2.2832189,6.613246
176,3.4752667,5.534444
177,2.3146477,6.439299
178,1.9753672,6.075939
179,3.3838162,4.291882
180,2.352327,5.7052383
181,0.84048486,5.278834
182,2.8487544,6.049323
183,2.1891465,6.414983
184,2.1754956,6.45029
185,2.5816371,6.4185634
186,4.17015,4.260818
187,3.851486,4.2703004
188,3.9912891,-2.9205883
189,4.535938,-1.0993345
190,0.7437048,5.209887
191,1.611373,4.8968587
192,-8.224987,-3.4765117
193,3.4523604,7.239035
194,-11.394432,13.835357
195,-10.923198,13.613746
196,-3.4585261,-4.532345
197,-11.194692,13.632233
198,-11.05369,13.446993
199,1.9017351,6.983346
200,3.5070543,5.7483435
201,4.289265,6.2864895
202,3.5094821,6.312745
203,3.6190853,-2.8338943
204,-11.589774,13.677785
205,-5.2881236,-3.814963
206,-5.689367,-3.389186
207,-6.4334683,-7.981611
208,-5.514861,-3.612763
209,-7.118245,-8.813542
210,-7.1159,-8.77967
211,1.406586,-4.9213214
212,-7.201235,-8.977139
213,-6.8376694,-7.955532
214,-7.0586267,-8.780017
215,4.725084,-2.539617
216,6.7655077,1.9794686
217,-11.406605,13.485406
218,-6.0069256,-7.447881
219,-5.667065,-6.709781
220,-6.21366,-7.5679493
221,-8.419811,-5.035145
222,-0.9018659,4.3636475
223,-1.3096771,4.3929996
224,-1.0822806,4.5224366
225,-0.97273004,4.4808702
226,-1.0683578,4.4526668
227,-7.241969,-3.7567503
228,-3.5728142,-2.9689949
229,-3.3029807,-3.4031835
230,-3.6809042,-1.9827224
231,-3.1328259,-2.1578488
232,3.180448,5.08388
233,2.6880584,5.494085
234,2.754813,5.412847
235,0.39740342,1.1985601
236,1.9499637,5.444999
237,-11.089557,13.267919
238,-5.395873,-4.6788197
239,1.7322851,7.641319
240,1.5482026,7.7145767
241,0.19421081,4.8328695
242,-4.587655,-7.335097
243,1.6233984,7.799053
244,1.6924658,7.524529
245,1.5882535,7.647461
246,1.552612,7.251499
247,0.63765156,4.7389464
248,0.44015488,4.7346463
249,-4.9773846,-5.048254
250,-6.2358923,-11.775303
251,-4.2677093,-6.0284653
